,topic,category 0,category 1,category 2,category 3,category 4,category 5
533,Resource Allocation Effectiveness,Military Operations,Force Deployment Levels,Reserve Forces Activation,Integration and Training Exercises,Interagency Coordination Drills,Resource Allocation Effectiveness
534,Combined Arms Training,Military Operations,Force Deployment Levels,Reserve Forces Activation,Integration and Training Exercises,Combined Arms Training,
535,Infantry and Armor Integration Exercises,Military Operations,Force Deployment Levels,Reserve Forces Activation,Integration and Training Exercises,Combined Arms Training,Infantry and Armor Integration Exercises
536,Artillery and Air Support Coordination,Military Operations,Force Deployment Levels,Reserve Forces Activation,Integration and Training Exercises,Combined Arms Training,Artillery and Air Support Coordination
537,Cultural Familiarization Programs,Military Operations,Force Deployment Levels,Reserve Forces Activation,Integration and Training Exercises,Cultural Familiarization Programs,
538,Language Proficiency Training in Sundanese,Military Operations,Force Deployment Levels,Reserve Forces Activation,Integration and Training Exercises,Cultural Familiarization Programs,Language Proficiency Training in Sundanese
539,Engagements with Local Cultural Leaders,Military Operations,Force Deployment Levels,Reserve Forces Activation,Integration and Training Exercises,Cultural Familiarization Programs,Engagements with Local Cultural Leaders
540,Military Engagements,Military Operations,Military Engagements,,,,
541,Joint Training Exercises,Military Operations,Military Engagements,Joint Training Exercises,,,
542,Multinational Collaboration,Military Operations,Military Engagements,Joint Training Exercises,Multinational Collaboration,,
543,Coalition Logistics Support,Military Operations,Military Engagements,Joint Training Exercises,Multinational Collaboration,Coalition Logistics Support,
544,Logistical Coordination Points,Military Operations,Military Engagements,Joint Training Exercises,Multinational Collaboration,Coalition Logistics Support,Logistical Coordination Points
545,Transport Asset Availability,Military Operations,Military Engagements,Joint Training Exercises,Multinational Collaboration,Coalition Logistics Support,Transport Asset Availability
546,Fuel and Resource Stores,Military Operations,Military Engagements,Joint Training Exercises,Multinational Collaboration,Coalition Logistics Support,Fuel and Resource Stores
547,Urban Terrain Navigation,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,,
548,Density of Obstructions,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Density of Obstructions,
549,Natural Terrain Features,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Density of Obstructions,Natural Terrain Features
550,Man-Made Barriers,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Density of Obstructions,Man-Made Barriers
551,Building Access Points,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Building Access Points,
552,Access Point Security Measures,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Building Access Points,Access Point Security Measures
553,Traffic Flow Control at Access Points,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Building Access Points,Traffic Flow Control at Access Points
554,Road Width Variability,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Road Width Variability,
555,Vehicle Maneuverability Space,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Road Width Variability,Vehicle Maneuverability Space
556,Troop Movement Capacity,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Road Width Variability,Troop Movement Capacity
557,Logistical Transport Efficiency,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Road Width Variability,Logistical Transport Efficiency
558,Emergency Evacuation Routes,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Road Width Variability,Emergency Evacuation Routes
559,Visibility Range in Urban Areas,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Visibility Range in Urban Areas,
560,Street Lighting Levels,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Visibility Range in Urban Areas,Street Lighting Levels
561,Airborne Particulate Density,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Visibility Range in Urban Areas,Airborne Particulate Density
562,Vegetation Cover,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Visibility Range in Urban Areas,Vegetation Cover
563,Building Height Variance,Military Operations,Military Engagements,Joint Training Exercises,Urban Terrain Navigation,Visibility Range in Urban Areas,Building Height Variance
564,Joint Command Synchronization,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,,
565,Communication Protocols,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Communication Protocols,
566,Secure Communication Channels,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Communication Protocols,Secure Communication Channels
567,Signal Clarity and Reliability,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Communication Protocols,Signal Clarity and Reliability
568,Encryption Standards,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Communication Protocols,Encryption Standards
569,Interoperability with Local Forces,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Communication Protocols,Interoperability with Local Forces
570,Command and Control Integration,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Command and Control Integration,
571,Interoperability of Military Systems,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Command and Control Integration,Interoperability of Military Systems
572,Multi-Agency Coordination Activities,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Command and Control Integration,Multi-Agency Coordination Activities
573,Information Sharing Frameworks,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Command and Control Integration,Information Sharing Frameworks
574,Resource Allocation and Management,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Resource Allocation and Management,
575,Logistical Support Capacity,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Resource Allocation and Management,Logistical Support Capacity
576,Personnel Assignment Levels,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Resource Allocation and Management,Personnel Assignment Levels
577,Operational Timing and Coordination,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Operational Timing and Coordination,
578,Joint Exercise Schedules,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Operational Timing and Coordination,Joint Exercise Schedules
579,Coordinated Strike Windows,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Operational Timing and Coordination,Coordinated Strike Windows
580,Timing of Troop Movements,Military Operations,Military Engagements,Joint Training Exercises,Joint Command Synchronization,Operational Timing and Coordination,Timing of Troop Movements
581,Live Combat Simulations,Military Operations,Military Engagements,Live Combat Simulations,,,
582,Terrain Familiarity,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,,
583,Jungle Navigation Skills,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Jungle Navigation Skills,
584,Terrain Familiarity in Dense Forestry,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Jungle Navigation Skills,Terrain Familiarity in Dense Forestry
585,Compass and Map Reading Proficiency,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Jungle Navigation Skills,Compass and Map Reading Proficiency
586,Use of Natural Landmarks for Orientation,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Jungle Navigation Skills,Use of Natural Landmarks for Orientation
587,Skill in Constructing Temporary Shelters,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Jungle Navigation Skills,Skill in Constructing Temporary Shelters
588,Coastal Operation Tactics,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Coastal Operation Tactics,
589,Amphibious Assault Readiness,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Coastal Operation Tactics,Amphibious Assault Readiness
590,Naval Reconnaissance Capabilities,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Coastal Operation Tactics,Naval Reconnaissance Capabilities
591,Coastal Defenses Management,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Coastal Operation Tactics,Coastal Defenses Management
592,Marine Logistics Efficiency,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Coastal Operation Tactics,Marine Logistics Efficiency
593,Highland Maneuver Strategies,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Highland Maneuver Strategies,
594,Topographical Intelligence Gathering,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Highland Maneuver Strategies,Topographical Intelligence Gathering
595,Mountain Warfare Training Proficiency,Military Operations,Military Engagements,Live Combat Simulations,Terrain Familiarity,Highland Maneuver Strategies,Mountain Warfare Training Proficiency
596,Civic Infrastructure Acclimatization,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,,
597,Road and Bridge Assessment,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Road and Bridge Assessment,
598,Structural Integrity Evaluations,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Road and Bridge Assessment,Structural Integrity Evaluations
599,Trafficability Analysis,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Road and Bridge Assessment,Trafficability Analysis
600,Security Risk Assessments,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Road and Bridge Assessment,Security Risk Assessments
601,Communication Network Integration,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Communication Network Integration,
602,Signal Interoperability,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Communication Network Integration,Signal Interoperability
603,Network Coverage Efficiency,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Communication Network Integration,Network Coverage Efficiency
604,Supply Chain Adaptation,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Supply Chain Adaptation,
605,Logistical Coordination Efficiency,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Supply Chain Adaptation,Logistical Coordination Efficiency
606,Resource Allocation Flexibility,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Supply Chain Adaptation,Resource Allocation Flexibility
607,Transport Route Security,Military Operations,Military Engagements,Live Combat Simulations,Civic Infrastructure Acclimatization,Supply Chain Adaptation,Transport Route Security
608,Amphibious Operations,Military Operations,Military Engagements,Amphibious Operations,,,
609,Landing Craft Availability,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,,
610,Number of Operational Landing Craft,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Number of Operational Landing Craft,
611,Deployment Frequency of Landing Craft,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Number of Operational Landing Craft,Deployment Frequency of Landing Craft
612,Number of Outfitted Landing Craft,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Number of Operational Landing Craft,Number of Outfitted Landing Craft
613,Landing Craft Mission Capacity,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Number of Operational Landing Craft,Landing Craft Mission Capacity
614,Maintenance Levels of Landing Craft,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Maintenance Levels of Landing Craft,
615,Availability of Spare Parts for Landing Craft,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Maintenance Levels of Landing Craft,Availability of Spare Parts for Landing Craft
616,Frequency of Scheduled Maintenance Checks for Landing Craft,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Maintenance Levels of Landing Craft,Frequency of Scheduled Maintenance Checks for Landing Craft
617,Crew Readiness for Landing Craft Operation,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Crew Readiness for Landing Craft Operation,
618,Training Hours Completed by Crew,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Crew Readiness for Landing Craft Operation,Training Hours Completed by Crew
619,Physical Fitness Levels of Crew Members,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Crew Readiness for Landing Craft Operation,Physical Fitness Levels of Crew Members
620,Proficiency in Navigation and Communication Systems,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Crew Readiness for Landing Craft Operation,Proficiency in Navigation and Communication Systems
621,Fuel Supply for Landing Craft in West Java,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Fuel Supply for Landing Craft in West Java,
622,Availability of Fuel Storage Facilities,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Fuel Supply for Landing Craft in West Java,Availability of Fuel Storage Facilities
623,Efficiency of Fuel Transportation Networks,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Fuel Supply for Landing Craft in West Java,Efficiency of Fuel Transportation Networks
624,Frequency of Fuel Resupply Missions,Military Operations,Military Engagements,Amphibious Operations,Landing Craft Availability,Fuel Supply for Landing Craft in West Java,Frequency of Fuel Resupply Missions
625,Beachhead Establishment,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,,
626,Secured Perimeter Size,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Secured Perimeter Size,
627,Area of Surveillance Coverage,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Secured Perimeter Size,Area of Surveillance Coverage
628,Number of Checkpoints,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Secured Perimeter Size,Number of Checkpoints
629,Length of Defensive Structures,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Secured Perimeter Size,Length of Defensive Structures
630,Troop Concentration,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Troop Concentration,
631,Deployment Density in Urban Areas,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Troop Concentration,Deployment Density in Urban Areas
632,Unit Coordination in Mountainous Terrain,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Troop Concentration,Unit Coordination in Mountainous Terrain
633,Reserve Forces in Strategic Locations,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Troop Concentration,Reserve Forces in Strategic Locations
634,Contingent Size in Coastal Regions,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Troop Concentration,Contingent Size in Coastal Regions
635,Operational Supply Chain,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Operational Supply Chain,
636,Logistics Support Level,Military Operations,Military Engagements,Amphibious Operations,Beachhead Establishment,Operational Supply Chain,Logistics Support Level
637,Maritime Support Coordination,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,,
638,Vessel Traffic Management,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Vessel Traffic Management,
639,Naval Coordination Efforts,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Vessel Traffic Management,Naval Coordination Efforts
640,Vessel Tracking Infrastructure Utilization,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Vessel Traffic Management,Vessel Tracking Infrastructure Utilization
641,Logistical Supply Routing,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Logistical Supply Routing,
642,Supply Inventory Levels,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Logistical Supply Routing,Supply Inventory Levels
643,Transport Fleet Availability,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Logistical Supply Routing,Transport Fleet Availability
644,Route Security Measures,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Logistical Supply Routing,Route Security Measures
645,Coastal Surveillance Operations,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Coastal Surveillance Operations,
646,Radar Detection Range,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Coastal Surveillance Operations,Radar Detection Range
647,Surveillance Drone Deployment,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Coastal Surveillance Operations,Surveillance Drone Deployment
648,Alert Response Readiness,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Coastal Surveillance Operations,Alert Response Readiness
649,Patrol Vessel Coverage,Military Operations,Military Engagements,Amphibious Operations,Maritime Support Coordination,Coastal Surveillance Operations,Patrol Vessel Coverage
650,Naval and Marine Assets Deployment,Military Operations,Military Engagements,Amphibious Operations,Naval and Marine Assets Deployment,,
651,Naval Patrol Frequency,Military Operations,Military Engagements,Amphibious Operations,Naval and Marine Assets Deployment,Naval Patrol Frequency,
652,Number of Patrol Vessels Deployed,Military Operations,Military Engagements,Amphibious Operations,Naval and Marine Assets Deployment,Naval Patrol Frequency,Number of Patrol Vessels Deployed
653,Duration of Patrol Missions,Military Operations,Military Engagements,Amphibious Operations,Naval and Marine Assets Deployment,Naval Patrol Frequency,Duration of Patrol Missions
654,Air Manoeuvres,Military Operations,Military Engagements,Air Manoeuvres,,,
655,Sortie Rates,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,,
656,Flight Hours,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Flight Hours,
657,Sorties Conducted,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Flight Hours,Sorties Conducted
658,Training Exercise Duration,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Flight Hours,Training Exercise Duration
659,Pilot Operational Time,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Flight Hours,Pilot Operational Time
660,Pilot Readiness,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Pilot Readiness,
661,Simulator Training Hours,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Pilot Readiness,Simulator Training Hours
662,Medical Fitness Levels,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Pilot Readiness,Medical Fitness Levels
663,Cognitive Performance Under Stress,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Pilot Readiness,Cognitive Performance Under Stress
664,Mission Planning Complexity,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Mission Planning Complexity,
665,Terrain Analysis,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Mission Planning Complexity,Terrain Analysis
666,Intelligence Requirements,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Mission Planning Complexity,Intelligence Requirements
667,Logistical Coordination,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Mission Planning Complexity,Logistical Coordination
668,Communication Network Robustness,Military Operations,Military Engagements,Air Manoeuvres,Sortie Rates,Mission Planning Complexity,Communication Network Robustness
669,Aerial Refueling Capacity,Military Operations,Military Engagements,Air Manoeuvres,Aerial Refueling Capacity,,
670,Tanker Availability,Military Operations,Military Engagements,Air Manoeuvres,Aerial Refueling Capacity,Tanker Availability,
671,Aerial Refueling Missions,Military Operations,Military Engagements,Air Manoeuvres,Aerial Refueling Capacity,Tanker Availability,Aerial Refueling Missions
672,Tanker Fleet Maintenance,Military Operations,Military Engagements,Air Manoeuvres,Aerial Refueling Capacity,Tanker Availability,Tanker Fleet Maintenance
673,Refueling Infrastructure,Military Operations,Military Engagements,Air Manoeuvres,Aerial Refueling Capacity,Refueling Infrastructure,
674,Refueling Station Accessibility,Military Operations,Military Engagements,Air Manoeuvres,Aerial Refueling Capacity,Refueling Infrastructure,Refueling Station Accessibility
675,Economic Metrics,Economic Metrics,,,,,
676,Agricultural Output in West Java,Economic Metrics,Agricultural Output in West Java,,,,
677,Crop Yield Levels,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,,,
678,Rice Production Levels,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,,
679,Yield per hectare,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Yield per hectare,
680,Soil fertility levels,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Yield per hectare,Soil fertility levels
681,Seed quality,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Yield per hectare,Seed quality
682,Irrigation efficiency,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Yield per hectare,Irrigation efficiency
683,Pest and disease impact,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Yield per hectare,Pest and disease impact
684,Area harvested,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Area harvested,
685,Rice farm plots allocated,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Area harvested,Rice farm plots allocated
686,Land conversion for agriculture,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Area harvested,Land conversion for agriculture
687,Labor input in rice farming,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Labor input in rice farming,
688,Number of agricultural laborers,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Labor input in rice farming,Number of agricultural laborers
689,Average working hours per laborer,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Labor input in rice farming,Average working hours per laborer
690,Labor productivity in rice farming,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Labor input in rice farming,Labor productivity in rice farming
691,Rice cultivation costs,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Rice cultivation costs,
692,Seed prices,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Rice cultivation costs,Seed prices
693,Fertilizer costs,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Rice cultivation costs,Fertilizer costs
694,Irrigation expenses,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Rice cultivation costs,Irrigation expenses
695,Land rental rates,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Rice Production Levels,Rice cultivation costs,Land rental rates
696,Horticultural Crop Output,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,,
697,Fruit Yield in West Java,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Fruit Yield in West Java,
698,Land area dedicated to fruit cultivation,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Fruit Yield in West Java,Land area dedicated to fruit cultivation
699,Average fruit harvest per hectare,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Fruit Yield in West Java,Average fruit harvest per hectare
700,Vegetable Production Volume in West Java,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Vegetable Production Volume in West Java,
701,Area Harvested for Vegetables in West Java,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Vegetable Production Volume in West Java,Area Harvested for Vegetables in West Java
702,Yield per Hectare of Vegetables in West Java,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Vegetable Production Volume in West Java,Yield per Hectare of Vegetables in West Java
703,Horticultural Export Quantities from West Java,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Horticultural Export Quantities from West Java,
704,Floriculture Export Volume,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Horticultural Export Quantities from West Java,Floriculture Export Volume
705,Herbs and Spices Export Volume,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Horticultural Export Quantities from West Java,Herbs and Spices Export Volume
706,Tea Export Volume,Economic Metrics,Agricultural Output in West Java,Crop Yield Levels,Horticultural Crop Output,Horticultural Export Quantities from West Java,Tea Export Volume
707,Livestock Production,Economic Metrics,Agricultural Output in West Java,Livestock Production,,,
708,Cattle Population Size,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,,
709,Breeding Success Rate,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Breeding Success Rate,
710,Calving Rate,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Breeding Success Rate,Calving Rate
711,Artificial Insemination Uptake,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Breeding Success Rate,Artificial Insemination Uptake
712,Calf Mortality Rate,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Breeding Success Rate,Calf Mortality Rate
713,Breeding Season Efficiency,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Breeding Success Rate,Breeding Season Efficiency
714,Cattle Feed Supply,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Cattle Feed Supply,
715,Availability of Forage Crops,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Cattle Feed Supply,Availability of Forage Crops
716,Importation of Feed Ingredients,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Cattle Feed Supply,Importation of Feed Ingredients
717,Local Feed Production Capacity,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Cattle Feed Supply,Local Feed Production Capacity
718,Market Prices for Feed,Economic Metrics,Agricultural Output in West Java,Livestock Production,Cattle Population Size,Cattle Feed Supply,Market Prices for Feed
719,Milk Yield Volume,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,,
720,Feeding Efficiency,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Feeding Efficiency,
721,Feed Conversion Ratio,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Feeding Efficiency,Feed Conversion Ratio
722,Nutrient Absorption Rates,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Feeding Efficiency,Nutrient Absorption Rates
723,Feed Cost Efficiency,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Feeding Efficiency,Feed Cost Efficiency
724,Genetic Variability in Dairy Cattle,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Genetic Variability in Dairy Cattle,
725,Milk Yield Variation,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Genetic Variability in Dairy Cattle,Milk Yield Variation
726,Growth Rate Diversity,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Genetic Variability in Dairy Cattle,Growth Rate Diversity
727,Breeding Value Range,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Genetic Variability in Dairy Cattle,Breeding Value Range
728,Farmers' Access to Veterinary Services,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Farmers' Access to Veterinary Services,
729,Availability of Veterinary Professionals,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Farmers' Access to Veterinary Services,Availability of Veterinary Professionals
730,Cost of Veterinary Services,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Farmers' Access to Veterinary Services,Cost of Veterinary Services
731,Farm Management Practices,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Farm Management Practices,
732,Crop Yield Optimization,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Farm Management Practices,Crop Yield Optimization
733,Resource Allocation Efficiency,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Farm Management Practices,Resource Allocation Efficiency
734,Cost Management Strategies,Economic Metrics,Agricultural Output in West Java,Livestock Production,Milk Yield Volume,Farm Management Practices,Cost Management Strategies
735,Poultry Egg Production,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,,
736,Egg Yield per Hen,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,Egg Yield per Hen,
737,Egg Quality Grades,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,Egg Yield per Hen,Egg Quality Grades
738,Hen Health Indicators,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,Egg Yield per Hen,Hen Health Indicators
739,Number of Laying Hens,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,Number of Laying Hens,
740,Hen Population Density,Economic Metrics,Agricultural Output in West Java,Livestock Production,Poultry Egg Production,Number of Laying Hens,Hen Population Density
