,topic,category 0,category 1,category 2,category 3
257,Grid Frequency Stabilization,Energy Security Performance,Energy Storage Capabilities,Grid Storage Integration,Grid Frequency Stabilization
258,Peak Load Management,Energy Security Performance,Energy Storage Capabilities,Grid Storage Integration,Peak Load Management
259,Thermal Storage Efficiency,Energy Security Performance,Energy Storage Capabilities,Thermal Storage Efficiency,
260,Heat Retention Duration,Energy Security Performance,Energy Storage Capabilities,Thermal Storage Efficiency,Heat Retention Duration
261,Thermal Energy Conductivity,Energy Security Performance,Energy Storage Capabilities,Thermal Storage Efficiency,Thermal Energy Conductivity
262,Temperature Regulation Accuracy,Energy Security Performance,Energy Storage Capabilities,Thermal Storage Efficiency,Temperature Regulation Accuracy
263,Material Insulation Quality,Energy Security Performance,Energy Storage Capabilities,Thermal Storage Efficiency,Material Insulation Quality
264,Energy Loss Minimization,Energy Security Performance,Energy Storage Capabilities,Thermal Storage Efficiency,Energy Loss Minimization
265,Hydrogen Storage Density,Energy Security Performance,Energy Storage Capabilities,Hydrogen Storage Density,
266,Volumetric Energy Density,Energy Security Performance,Energy Storage Capabilities,Hydrogen Storage Density,Volumetric Energy Density
267,Gravimetric Energy Density,Energy Security Performance,Energy Storage Capabilities,Hydrogen Storage Density,Gravimetric Energy Density
268,Storage Material Efficiency,Energy Security Performance,Energy Storage Capabilities,Hydrogen Storage Density,Storage Material Efficiency
269,Hydrogen Compression Levels,Energy Security Performance,Energy Storage Capabilities,Hydrogen Storage Density,Hydrogen Compression Levels
270,Cryogenic Storage Capacity,Energy Security Performance,Energy Storage Capabilities,Hydrogen Storage Density,Cryogenic Storage Capacity
271,Human Wellbeing Measures,Human Wellbeing Measures,,,
272,Access to Clean Water,Human Wellbeing Measures,Access to Clean Water,,
273,Water Purity Levels,Human Wellbeing Measures,Access to Clean Water,Water Purity Levels,
274,Chemical Contaminant Concentration,Human Wellbeing Measures,Access to Clean Water,Water Purity Levels,Chemical Contaminant Concentration
275,Microbial Load,Human Wellbeing Measures,Access to Clean Water,Water Purity Levels,Microbial Load
276,Heavy Metal Presence,Human Wellbeing Measures,Access to Clean Water,Water Purity Levels,Heavy Metal Presence
277,Water Infrastructure Reliability,Human Wellbeing Measures,Access to Clean Water,Water Infrastructure Reliability,
278,Water Distribution Efficiency,Human Wellbeing Measures,Access to Clean Water,Water Infrastructure Reliability,Water Distribution Efficiency
279,Pipe Network Aging,Human Wellbeing Measures,Access to Clean Water,Water Infrastructure Reliability,Pipe Network Aging
280,Pumping Station Reliability,Human Wellbeing Measures,Access to Clean Water,Water Infrastructure Reliability,Pumping Station Reliability
281,Reservoir Storage Capacity,Human Wellbeing Measures,Access to Clean Water,Water Infrastructure Reliability,Reservoir Storage Capacity
282,Leakage Rate in Infrastructure,Human Wellbeing Measures,Access to Clean Water,Water Infrastructure Reliability,Leakage Rate in Infrastructure
283,Water Availability Per Capita,Human Wellbeing Measures,Access to Clean Water,Water Availability Per Capita,
284,Freshwater Supply,Human Wellbeing Measures,Access to Clean Water,Water Availability Per Capita,Freshwater Supply
285,Rainwater Harvesting Capacity,Human Wellbeing Measures,Access to Clean Water,Water Availability Per Capita,Rainwater Harvesting Capacity
286,Groundwater Reserves,Human Wellbeing Measures,Access to Clean Water,Water Availability Per Capita,Groundwater Reserves
287,Water Stress Index,Human Wellbeing Measures,Access to Clean Water,Water Availability Per Capita,Water Stress Index
288,Aquifer Recharge Rates,Human Wellbeing Measures,Access to Clean Water,Water Availability Per Capita,Aquifer Recharge Rates
289,Desalination Output,Human Wellbeing Measures,Access to Clean Water,Water Availability Per Capita,Desalination Output
290,Nutritional Quality,Human Wellbeing Measures,Nutritional Quality,,
291,Dietary Diversity,Human Wellbeing Measures,Nutritional Quality,Dietary Diversity,
292,Variety of Fruit and Vegetable Intake,Human Wellbeing Measures,Nutritional Quality,Dietary Diversity,Variety of Fruit and Vegetable Intake
293,Range of Whole Grains Consumed,Human Wellbeing Measures,Nutritional Quality,Dietary Diversity,Range of Whole Grains Consumed
294,Diversity of Dairy Products Included,Human Wellbeing Measures,Nutritional Quality,Dietary Diversity,Diversity of Dairy Products Included
295,Assortment of Legumes and Nuts Eaten,Human Wellbeing Measures,Nutritional Quality,Dietary Diversity,Assortment of Legumes and Nuts Eaten
296,Caloric Intake Adequacy,Human Wellbeing Measures,Nutritional Quality,Caloric Intake Adequacy,
297,Daily Caloric Access per Capita,Human Wellbeing Measures,Nutritional Quality,Caloric Intake Adequacy,Daily Caloric Access per Capita
298,Caloric Distribution Equity among Populations,Human Wellbeing Measures,Nutritional Quality,Caloric Intake Adequacy,Caloric Distribution Equity among Populations
299,Availability of Caloric-Dense Food Sources,Human Wellbeing Measures,Nutritional Quality,Caloric Intake Adequacy,Availability of Caloric-Dense Food Sources
300,Caloric Consumption Patterns across Age Groups,Human Wellbeing Measures,Nutritional Quality,Caloric Intake Adequacy,Caloric Consumption Patterns across Age Groups
301,Rural vs Urban Caloric Sufficiency,Human Wellbeing Measures,Nutritional Quality,Caloric Intake Adequacy,Rural vs Urban Caloric Sufficiency
302,Seasonal Variation in Caloric Availability,Human Wellbeing Measures,Nutritional Quality,Caloric Intake Adequacy,Seasonal Variation in Caloric Availability
303,Micronutrient Density,Human Wellbeing Measures,Nutritional Quality,Micronutrient Density,
304,Vitamin Mineral Content,Human Wellbeing Measures,Nutritional Quality,Micronutrient Density,Vitamin Mineral Content
305,Essential Trace Elements,Human Wellbeing Measures,Nutritional Quality,Micronutrient Density,Essential Trace Elements
306,Bioavailability of Nutrients,Human Wellbeing Measures,Nutritional Quality,Micronutrient Density,Bioavailability of Nutrients
307,Nutrient Retention in Cooking,Human Wellbeing Measures,Nutritional Quality,Micronutrient Density,Nutrient Retention in Cooking
308,Fortification Levels in Food,Human Wellbeing Measures,Nutritional Quality,Micronutrient Density,Fortification Levels in Food
309,Soil Nutrient Content,Human Wellbeing Measures,Nutritional Quality,Micronutrient Density,Soil Nutrient Content
310,Plant-Based Nutrients,Human Wellbeing Measures,Nutritional Quality,Micronutrient Density,Plant-Based Nutrients
311,Protein Quality,Human Wellbeing Measures,Nutritional Quality,Protein Quality,
312,Amino Acid Profiles,Human Wellbeing Measures,Nutritional Quality,Protein Quality,Amino Acid Profiles
313,Protein Digestibility,Human Wellbeing Measures,Nutritional Quality,Protein Quality,Protein Digestibility
314,Protein Source Sustainability,Human Wellbeing Measures,Nutritional Quality,Protein Quality,Protein Source Sustainability
315,Essential Amino Acid Availability,Human Wellbeing Measures,Nutritional Quality,Protein Quality,Essential Amino Acid Availability
316,Protein Biomarker Levels,Human Wellbeing Measures,Nutritional Quality,Protein Quality,Protein Biomarker Levels
317,Antioxidant Levels in Diet,Human Wellbeing Measures,Nutritional Quality,Antioxidant Levels in Diet,
318,Vitamin C Concentration in Food,Human Wellbeing Measures,Nutritional Quality,Antioxidant Levels in Diet,Vitamin C Concentration in Food
319,Polyphenol Content in Diet,Human Wellbeing Measures,Nutritional Quality,Antioxidant Levels in Diet,Polyphenol Content in Diet
320,Food Freshness and Safety,Human Wellbeing Measures,Nutritional Quality,Food Freshness and Safety,
321,Pesticide Residue Levels,Human Wellbeing Measures,Nutritional Quality,Food Freshness and Safety,Pesticide Residue Levels
322,Microbial Contamination Rates,Human Wellbeing Measures,Nutritional Quality,Food Freshness and Safety,Microbial Contamination Rates
323,Food Additive Concentrations,Human Wellbeing Measures,Nutritional Quality,Food Freshness and Safety,Food Additive Concentrations
324,Preservative Longevity,Human Wellbeing Measures,Nutritional Quality,Food Freshness and Safety,Preservative Longevity
325,Gut Microbiome Balance,Human Wellbeing Measures,Nutritional Quality,Gut Microbiome Balance,
326,Microbiome Diversity,Human Wellbeing Measures,Nutritional Quality,Gut Microbiome Balance,Microbiome Diversity
327,Probiotic Levels,Human Wellbeing Measures,Nutritional Quality,Gut Microbiome Balance,Probiotic Levels
328,Pathogenic Bacteria Presence,Human Wellbeing Measures,Nutritional Quality,Gut Microbiome Balance,Pathogenic Bacteria Presence
329,Gut Microbial Metabolites,Human Wellbeing Measures,Nutritional Quality,Gut Microbiome Balance,Gut Microbial Metabolites
330,Inflammation Markers,Human Wellbeing Measures,Nutritional Quality,Gut Microbiome Balance,Inflammation Markers
331,Gut-Lining Integrity,Human Wellbeing Measures,Nutritional Quality,Gut Microbiome Balance,Gut-Lining Integrity
332,Mental Health Status,Human Wellbeing Measures,Mental Health Status,,
333,Stress Levels,Human Wellbeing Measures,Mental Health Status,Stress Levels,
334,Workload Intensity,Human Wellbeing Measures,Mental Health Status,Stress Levels,Workload Intensity
335,Sleep Quality,Human Wellbeing Measures,Mental Health Status,Stress Levels,Sleep Quality
336,Social Support,Human Wellbeing Measures,Mental Health Status,Stress Levels,Social Support
337,Exposure to Noise Pollution,Human Wellbeing Measures,Mental Health Status,Stress Levels,Exposure to Noise Pollution
338,Physical Activity Levels,Human Wellbeing Measures,Mental Health Status,Stress Levels,Physical Activity Levels
339,Time Spent in Nature,Human Wellbeing Measures,Mental Health Status,Stress Levels,Time Spent in Nature
340,Nutritional Balance,Human Wellbeing Measures,Mental Health Status,Stress Levels,Nutritional Balance
341,Anxiety Prevalence,Human Wellbeing Measures,Mental Health Status,Anxiety Prevalence,
342,Social Isolation Levels,Human Wellbeing Measures,Mental Health Status,Anxiety Prevalence,Social Isolation Levels
343,Access to Mental Health Services,Human Wellbeing Measures,Mental Health Status,Anxiety Prevalence,Access to Mental Health Services
344,Work-Life Balance,Human Wellbeing Measures,Mental Health Status,Anxiety Prevalence,Work-Life Balance
345,Physical Activity Frequency,Human Wellbeing Measures,Mental Health Status,Anxiety Prevalence,Physical Activity Frequency
346,Nutritional Habits,Human Wellbeing Measures,Mental Health Status,Anxiety Prevalence,Nutritional Habits
347,Depression Severity,Human Wellbeing Measures,Mental Health Status,Depression Severity,
348,Depressive Symptoms Intensity,Human Wellbeing Measures,Mental Health Status,Depression Severity,Depressive Symptoms Intensity
349,Coping Mechanism Effectiveness,Human Wellbeing Measures,Mental Health Status,Depression Severity,Coping Mechanism Effectiveness
350,Social Connectivity Levels,Human Wellbeing Measures,Mental Health Status,Depression Severity,Social Connectivity Levels
351,Physical Health Fitness,Human Wellbeing Measures,Physical Health Fitness,,
352,Cardiovascular Endurance,Human Wellbeing Measures,Physical Health Fitness,Cardiovascular Endurance,
353,VO2 Max Levels,Human Wellbeing Measures,Physical Health Fitness,Cardiovascular Endurance,VO2 Max Levels
354,Resting Heart Rate,Human Wellbeing Measures,Physical Health Fitness,Cardiovascular Endurance,Resting Heart Rate
355,Exercise Intensity Tolerance,Human Wellbeing Measures,Physical Health Fitness,Cardiovascular Endurance,Exercise Intensity Tolerance
356,Cardiorespiratory Function,Human Wellbeing Measures,Physical Health Fitness,Cardiovascular Endurance,Cardiorespiratory Function
357,Recovery Heart Rate,Human Wellbeing Measures,Physical Health Fitness,Cardiovascular Endurance,Recovery Heart Rate
358,Blood Oxygen Saturation,Human Wellbeing Measures,Physical Health Fitness,Cardiovascular Endurance,Blood Oxygen Saturation
359,Aerobic Capacity,Human Wellbeing Measures,Physical Health Fitness,Cardiovascular Endurance,Aerobic Capacity
360,Muscular Strength,Human Wellbeing Measures,Physical Health Fitness,Muscular Strength,
361,Muscle Fiber Density,Human Wellbeing Measures,Physical Health Fitness,Muscular Strength,Muscle Fiber Density
362,Grip Strength,Human Wellbeing Measures,Physical Health Fitness,Muscular Strength,Grip Strength
363,Upper Body Strength,Human Wellbeing Measures,Physical Health Fitness,Muscular Strength,Upper Body Strength
364,Lower Body Strength,Human Wellbeing Measures,Physical Health Fitness,Muscular Strength,Lower Body Strength
365,Core Muscle Strength,Human Wellbeing Measures,Physical Health Fitness,Muscular Strength,Core Muscle Strength
366,Flexibility,Human Wellbeing Measures,Physical Health Fitness,Flexibility,
367,Joint Range of Motion,Human Wellbeing Measures,Physical Health Fitness,Flexibility,Joint Range of Motion
368,Elasticity of Connective Tissues,Human Wellbeing Measures,Physical Health Fitness,Flexibility,Elasticity of Connective Tissues
369,Neuromuscular Adaptability,Human Wellbeing Measures,Physical Health Fitness,Flexibility,Neuromuscular Adaptability
370,Postural Alignment,Human Wellbeing Measures,Physical Health Fitness,Flexibility,Postural Alignment
371,Stretch Tolerance,Human Wellbeing Measures,Physical Health Fitness,Flexibility,Stretch Tolerance
372,Flexibility Potential in Daily Activities,Human Wellbeing Measures,Physical Health Fitness,Flexibility,Flexibility Potential in Daily Activities
373,Body Composition,Human Wellbeing Measures,Physical Health Fitness,Body Composition,
374,Body Fat Percentage,Human Wellbeing Measures,Physical Health Fitness,Body Composition,Body Fat Percentage
375,Lean Muscle Mass,Human Wellbeing Measures,Physical Health Fitness,Body Composition,Lean Muscle Mass
376,Bone Density,Human Wellbeing Measures,Physical Health Fitness,Body Composition,Bone Density
377,Balance and Coordination,Human Wellbeing Measures,Physical Health Fitness,Balance and Coordination,
378,Postural Stability,Human Wellbeing Measures,Physical Health Fitness,Balance and Coordination,Postural Stability
379,Gait Analysis,Human Wellbeing Measures,Physical Health Fitness,Balance and Coordination,Gait Analysis
380,Vestibular System Function,Human Wellbeing Measures,Physical Health Fitness,Balance and Coordination,Vestibular System Function
381,Proprioceptive Sensitivity,Human Wellbeing Measures,Physical Health Fitness,Balance and Coordination,Proprioceptive Sensitivity
382,Neuromuscular Control,Human Wellbeing Measures,Physical Health Fitness,Balance and Coordination,Neuromuscular Control
383,Reaction Time,Human Wellbeing Measures,Physical Health Fitness,Balance and Coordination,Reaction Time
384,Sensory Integration,Human Wellbeing Measures,Physical Health Fitness,Balance and Coordination,Sensory Integration
385,Life Satisfaction Levels,Human Wellbeing Measures,Life Satisfaction Levels,,
386,Quality of Social Connections,Human Wellbeing Measures,Life Satisfaction Levels,Quality of Social Connections,
387,Social Network Size,Human Wellbeing Measures,Life Satisfaction Levels,Quality of Social Connections,Social Network Size
388,Frequency of Face-to-Face Interactions,Human Wellbeing Measures,Life Satisfaction Levels,Quality of Social Connections,Frequency of Face-to-Face Interactions
389,Access to Recreational Spaces,Human Wellbeing Measures,Life Satisfaction Levels,Access to Recreational Spaces,
390,Park Area Per Capita,Human Wellbeing Measures,Life Satisfaction Levels,Access to Recreational Spaces,Park Area Per Capita
391,Availability of Walking Trails,Human Wellbeing Measures,Life Satisfaction Levels,Access to Recreational Spaces,Availability of Walking Trails
392,Access to Community Sports Facilities,Human Wellbeing Measures,Life Satisfaction Levels,Access to Recreational Spaces,Access to Community Sports Facilities
393,Proximity to Public Beaches,Human Wellbeing Measures,Life Satisfaction Levels,Access to Recreational Spaces,Proximity to Public Beaches
394,Quantity of Playgrounds,Human Wellbeing Measures,Life Satisfaction Levels,Access to Recreational Spaces,Quantity of Playgrounds
395,Hours of Operable Recreational Spaces,Human Wellbeing Measures,Life Satisfaction Levels,Access to Recreational Spaces,Hours of Operable Recreational Spaces
396,Urban Green Space Availability,Human Wellbeing Measures,Life Satisfaction Levels,Urban Green Space Availability,
397,Public Park Area per Capita,Human Wellbeing Measures,Life Satisfaction Levels,Urban Green Space Availability,Public Park Area per Capita
398,Number of Urban Trees,Human Wellbeing Measures,Life Satisfaction Levels,Urban Green Space Availability,Number of Urban Trees
399,Access to Community Gardens,Human Wellbeing Measures,Life Satisfaction Levels,Urban Green Space Availability,Access to Community Gardens
400,Educational Attainment Levels,Human Wellbeing Measures,Life Satisfaction Levels,Educational Attainment Levels,
401,Literacy Rates,Human Wellbeing Measures,Life Satisfaction Levels,Educational Attainment Levels,Literacy Rates
402,Graduation Rates,Human Wellbeing Measures,Life Satisfaction Levels,Educational Attainment Levels,Graduation Rates
403,Access to Educational Resources,Human Wellbeing Measures,Life Satisfaction Levels,Educational Attainment Levels,Access to Educational Resources
404,Social Conflict Intensity,Social Conflict Intensity,,,
405,Protest Participation Levels,Social Conflict Intensity,Protest Participation Levels,,
406,Number of Protest Events,Social Conflict Intensity,Protest Participation Levels,Number of Protest Events,
407,Frequency of Energy-Related Protests,Social Conflict Intensity,Protest Participation Levels,Number of Protest Events,Frequency of Energy-Related Protests
408,Occurrence of Protests for Environmental Preservation,Social Conflict Intensity,Protest Participation Levels,Number of Protest Events,Occurrence of Protests for Environmental Preservation
409,Incidence of Protests Regarding Land Use,Social Conflict Intensity,Protest Participation Levels,Number of Protest Events,Incidence of Protests Regarding Land Use
410,Number of Protests Against Fossil Fuel Extraction,Social Conflict Intensity,Protest Participation Levels,Number of Protest Events,Number of Protests Against Fossil Fuel Extraction
411,Volume of Protests Demanding Renewable Energy Transition,Social Conflict Intensity,Protest Participation Levels,Number of Protest Events,Volume of Protests Demanding Renewable Energy Transition
412,Diversity of Protest Participants,Social Conflict Intensity,Protest Participation Levels,Diversity of Protest Participants,
413,Demographic Range of Participants,Social Conflict Intensity,Protest Participation Levels,Diversity of Protest Participants,Demographic Range of Participants
414,Organizational Affiliation Spectrum,Social Conflict Intensity,Protest Participation Levels,Diversity of Protest Participants,Organizational Affiliation Spectrum
415,Socioeconomic Status Range of Participants,Social Conflict Intensity,Protest Participation Levels,Diversity of Protest Participants,Socioeconomic Status Range of Participants
416,Age Group Variety in Participants,Social Conflict Intensity,Protest Participation Levels,Diversity of Protest Participants,Age Group Variety in Participants
417,Cultural Backgrounds Diversity,Social Conflict Intensity,Protest Participation Levels,Diversity of Protest Participants,Cultural Backgrounds Diversity
418,Educational Background Diversity,Social Conflict Intensity,Protest Participation Levels,Diversity of Protest Participants,Educational Background Diversity
419,Professional Background Diversity,Social Conflict Intensity,Protest Participation Levels,Diversity of Protest Participants,Professional Background Diversity
420,Duration of Protest Activities,Social Conflict Intensity,Protest Participation Levels,Duration of Protest Activities,
421,Length of Continuous Demonstrations,Social Conflict Intensity,Protest Participation Levels,Duration of Protest Activities,Length of Continuous Demonstrations
422,Duration of Sit-ins,Social Conflict Intensity,Protest Participation Levels,Duration of Protest Activities,Duration of Sit-ins
423,Time Spent in Negotiations,Social Conflict Intensity,Protest Participation Levels,Duration of Protest Activities,Time Spent in Negotiations
424,Length of Organized Marches,Social Conflict Intensity,Protest Participation Levels,Duration of Protest Activities,Length of Organized Marches
425,Operation Duration of Roadblocks,Social Conflict Intensity,Protest Participation Levels,Duration of Protest Activities,Operation Duration of Roadblocks
426,Protest Camp Lifespan,Social Conflict Intensity,Protest Participation Levels,Duration of Protest Activities,Protest Camp Lifespan
427,Geographical Spread of Protests,Social Conflict Intensity,Protest Participation Levels,Geographical Spread of Protests,
428,Urban vs. Rural Protest Distribution,Social Conflict Intensity,Protest Participation Levels,Geographical Spread of Protests,Urban vs. Rural Protest Distribution
429,Cross-Border Protest Incidences,Social Conflict Intensity,Protest Participation Levels,Geographical Spread of Protests,Cross-Border Protest Incidences
430,Protestor Engagement Levels,Social Conflict Intensity,Protest Participation Levels,Protestor Engagement Levels,
431,Protestor Attendance,Social Conflict Intensity,Protest Participation Levels,Protestor Engagement Levels,Protestor Attendance
432,Frequency of Protestor Participation,Social Conflict Intensity,Protest Participation Levels,Protestor Engagement Levels,Frequency of Protestor Participation
433,Intensity of Protestor Actions,Social Conflict Intensity,Protest Participation Levels,Protestor Engagement Levels,Intensity of Protestor Actions
434,Commitment to Nonviolent Tactics,Social Conflict Intensity,Protest Participation Levels,Protestor Engagement Levels,Commitment to Nonviolent Tactics
435,Coordination Among Protestor Groups,Social Conflict Intensity,Protest Participation Levels,Protestor Engagement Levels,Coordination Among Protestor Groups
436,Incidence of Violent Clashes,Social Conflict Intensity,Incidence of Violent Clashes,,
437,Frequency of Armed Conflicts,Social Conflict Intensity,Incidence of Violent Clashes,Frequency of Armed Conflicts,
438,Number of Active Combat Zones,Social Conflict Intensity,Incidence of Violent Clashes,Frequency of Armed Conflicts,Number of Active Combat Zones
439,Frequency of Territorial Disputes,Social Conflict Intensity,Incidence of Violent Clashes,Frequency of Armed Conflicts,Frequency of Territorial Disputes
440,Number of Fatalities in Clashes,Social Conflict Intensity,Incidence of Violent Clashes,Number of Fatalities in Clashes,
441,Casualties from Civilian Clashes,Social Conflict Intensity,Incidence of Violent Clashes,Number of Fatalities in Clashes,Casualties from Civilian Clashes
442,Fatalities in Resource-Driven Conflicts,Social Conflict Intensity,Incidence of Violent Clashes,Number of Fatalities in Clashes,Fatalities in Resource-Driven Conflicts
443,Deaths in Ethnic or Sectarian Violence,Social Conflict Intensity,Incidence of Violent Clashes,Number of Fatalities in Clashes,Deaths in Ethnic or Sectarian Violence
444,Displacement Due to Conflict,Social Conflict Intensity,Incidence of Violent Clashes,Displacement Due to Conflict,
445,Number of Refugees,Social Conflict Intensity,Incidence of Violent Clashes,Displacement Due to Conflict,Number of Refugees
446,Growth of Refugee Camps,Social Conflict Intensity,Incidence of Violent Clashes,Displacement Due to Conflict,Growth of Refugee Camps
447,Internal Displacement Figures,Social Conflict Intensity,Incidence of Violent Clashes,Displacement Due to Conflict,Internal Displacement Figures
448,Host Community Population Changes,Social Conflict Intensity,Incidence of Violent Clashes,Displacement Due to Conflict,Host Community Population Changes
449,Cross-Border Movements,Social Conflict Intensity,Incidence of Violent Clashes,Displacement Due to Conflict,Cross-Border Movements
450,Urban Resettlement Counts,Social Conflict Intensity,Incidence of Violent Clashes,Displacement Due to Conflict,Urban Resettlement Counts
451,Weapon Utilization Rates,Social Conflict Intensity,Incidence of Violent Clashes,Weapon Utilization Rates,
452,Frequency of Specific Weapon Types,Social Conflict Intensity,Incidence of Violent Clashes,Weapon Utilization Rates,Frequency of Specific Weapon Types
453,Volume of Ammunition Usage,Social Conflict Intensity,Incidence of Violent Clashes,Weapon Utilization Rates,Volume of Ammunition Usage
454,Duration of Weapon Deployment,Social Conflict Intensity,Incidence of Violent Clashes,Weapon Utilization Rates,Duration of Weapon Deployment
455,Engagement of External Military Forces,Social Conflict Intensity,Incidence of Violent Clashes,Engagement of External Military Forces,
456,Deployment Duration of Foreign Troops,Social Conflict Intensity,Incidence of Violent Clashes,Engagement of External Military Forces,Deployment Duration of Foreign Troops
457,Number of Foreign Nations Involved,Social Conflict Intensity,Incidence of Violent Clashes,Engagement of External Military Forces,Number of Foreign Nations Involved
458,Scale of Military Resources Allocated,Social Conflict Intensity,Incidence of Violent Clashes,Engagement of External Military Forces,Scale of Military Resources Allocated
459,Frequency of Cross-Border Military Operations,Social Conflict Intensity,Incidence of Violent Clashes,Engagement of External Military Forces,Frequency of Cross-Border Military Operations
460,Intensity of International Military Aid,Social Conflict Intensity,Incidence of Violent Clashes,Engagement of External Military Forces,Intensity of International Military Aid
461,Public Perception of Conflict,Social Conflict Intensity,Public Perception of Conflict,,
462,Media Coverage and Attention,Social Conflict Intensity,Public Perception of Conflict,Media Coverage and Attention,
463,Headline Frequency in News,Social Conflict Intensity,Public Perception of Conflict,Media Coverage and Attention,Headline Frequency in News
464,Coverage Duration by Mainstream Media,Social Conflict Intensity,Public Perception of Conflict,Media Coverage and Attention,Coverage Duration by Mainstream Media
465,Community Sentiment and Trust,Social Conflict Intensity,Public Perception of Conflict,Community Sentiment and Trust,
466,Sense of Community Belonging,Social Conflict Intensity,Public Perception of Conflict,Community Sentiment and Trust,Sense of Community Belonging
467,Interpersonal Trust Levels,Social Conflict Intensity,Public Perception of Conflict,Community Sentiment and Trust,Interpersonal Trust Levels
468,Perceived Fairness in Energy Resource Distribution,Social Conflict Intensity,Public Perception of Conflict,Community Sentiment and Trust,Perceived Fairness in Energy Resource Distribution
469,Community Engagement in Environmental Decision-making,Social Conflict Intensity,Public Perception of Conflict,Community Sentiment and Trust,Community Engagement in Environmental Decision-making
470,Conflicts over Land Use and Resource Allocation,Social Conflict Intensity,Public Perception of Conflict,Community Sentiment and Trust,Conflicts over Land Use and Resource Allocation
471,Social Cohesion,Social Conflict Intensity,Public Perception of Conflict,Community Sentiment and Trust,Social Cohesion
472,Local Cooperation on Energy Initiatives,Social Conflict Intensity,Public Perception of Conflict,Community Sentiment and Trust,Local Cooperation on Energy Initiatives
473,Public Awareness and Understanding,Social Conflict Intensity,Public Perception of Conflict,Public Awareness and Understanding,
474,Engagement in Public Forums,Social Conflict Intensity,Public Perception of Conflict,Public Awareness and Understanding,Engagement in Public Forums
475,Environmental Literacy Rates,Social Conflict Intensity,Public Perception of Conflict,Public Awareness and Understanding,Environmental Literacy Rates
476,Perceived Threat Level,Social Conflict Intensity,Public Perception of Conflict,Perceived Threat Level,
477,Security Threat Perception,Social Conflict Intensity,Public Perception of Conflict,Perceived Threat Level,Security Threat Perception
478,Resource Scarcity Fear,Social Conflict Intensity,Public Perception of Conflict,Perceived Threat Level,Resource Scarcity Fear
479,Cultural Cohesion Concerns,Social Conflict Intensity,Public Perception of Conflict,Perceived Threat Level,Cultural Cohesion Concerns
480,Social Media Discourse Volume,Social Conflict Intensity,Public Perception of Conflict,Social Media Discourse Volume,
481,Number of Social Media Posts on Energy Policies,Social Conflict Intensity,Public Perception of Conflict,Social Media Discourse Volume,Number of Social Media Posts on Energy Policies
482,Engagement Levels in Climate Change Debates.,Social Conflict Intensity,Public Perception of Conflict,Social Media Discourse Volume,Engagement Levels in Climate Change Debates.
483,Number of Organized Groups,Social Conflict Intensity,Number of Organized Groups,,
484,Environmental Advocacy Groups,Social Conflict Intensity,Number of Organized Groups,Environmental Advocacy Groups,
485,Membership Numbers,Social Conflict Intensity,Number of Organized Groups,Environmental Advocacy Groups,Membership Numbers
486,Lobbying Activities,Social Conflict Intensity,Number of Organized Groups,Environmental Advocacy Groups,Lobbying Activities
487,Energy Sector Labor Unions,Social Conflict Intensity,Number of Organized Groups,Energy Sector Labor Unions,
488,Strike Frequency,Social Conflict Intensity,Number of Organized Groups,Energy Sector Labor Unions,Strike Frequency
489,Union Membership Levels,Social Conflict Intensity,Number of Organized Groups,Energy Sector Labor Unions,Union Membership Levels
490,Indigenous Rights Organizations,Social Conflict Intensity,Number of Organized Groups,Indigenous Rights Organizations,
491,Land Access Disputes,Social Conflict Intensity,Number of Organized Groups,Indigenous Rights Organizations,Land Access Disputes
492,Cultural Heritage Protection Actions,Social Conflict Intensity,Number of Organized Groups,Indigenous Rights Organizations,Cultural Heritage Protection Actions
493,Natural Resource Management Conflicts,Social Conflict Intensity,Number of Organized Groups,Indigenous Rights Organizations,Natural Resource Management Conflicts
494,Legal Challenges Against Land Development,Social Conflict Intensity,Number of Organized Groups,Indigenous Rights Organizations,Legal Challenges Against Land Development
495,Engagement in Policy-Making Processes,Social Conflict Intensity,Number of Organized Groups,Indigenous Rights Organizations,Engagement in Policy-Making Processes
496,Campaigns for Environmental Justice,Social Conflict Intensity,Number of Organized Groups,Indigenous Rights Organizations,Campaigns for Environmental Justice
497,Participation in National and International Forums,Social Conflict Intensity,Number of Organized Groups,Indigenous Rights Organizations,Participation in National and International Forums
498,Community Resilience Networks,Social Conflict Intensity,Number of Organized Groups,Community Resilience Networks,
499,Community Cohesion Levels,Social Conflict Intensity,Number of Organized Groups,Community Resilience Networks,Community Cohesion Levels
500,Resource Sharing Practices,Social Conflict Intensity,Number of Organized Groups,Community Resilience Networks,Resource Sharing Practices
501,Local Leadership Participation,Social Conflict Intensity,Number of Organized Groups,Community Resilience Networks,Local Leadership Participation
502,Mutual Aid Structures,Social Conflict Intensity,Number of Organized Groups,Community Resilience Networks,Mutual Aid Structures
503,Communication and Information Channels,Social Conflict Intensity,Number of Organized Groups,Community Resilience Networks,Communication and Information Channels
504,Cultural Heritage Preservation,Social Conflict Intensity,Number of Organized Groups,Community Resilience Networks,Cultural Heritage Preservation
505,Capacity for Conflict Resolution,Social Conflict Intensity,Number of Organized Groups,Community Resilience Networks,Capacity for Conflict Resolution
506,Preparation and Response Coordination,Social Conflict Intensity,Number of Organized Groups,Community Resilience Networks,Preparation and Response Coordination
507,Sustainable Development Committees,Social Conflict Intensity,Number of Organized Groups,Sustainable Development Committees,
