,topic,category 0,category 1,category 2,category 3
251,Timeframe of Defensive Posture Implementation,Military Operations,Joint Operations and Exercises,Duration of Combined Ground Operations,Timeframe of Defensive Posture Implementation
252,Territorial Patrols and Surveillance,Military Operations,Territorial Patrols and Surveillance,,
253,Frequency of Aerial Patrols,Military Operations,Territorial Patrols and Surveillance,Frequency of Aerial Patrols,
254,Number of Aerial Logistical Support Missions,Military Operations,Territorial Patrols and Surveillance,Frequency of Aerial Patrols,Number of Aerial Logistical Support Missions
255,Frequency of Reconnaissance and Surveillance Flights,Military Operations,Territorial Patrols and Surveillance,Frequency of Aerial Patrols,Frequency of Reconnaissance and Surveillance Flights
256,Intensity of Pilot Training Exercises,Military Operations,Territorial Patrols and Surveillance,Frequency of Aerial Patrols,Intensity of Pilot Training Exercises
257,Volume of Airspace Security Drills,Military Operations,Territorial Patrols and Surveillance,Frequency of Aerial Patrols,Volume of Airspace Security Drills
258,Rate of Tactical Airlift Operations,Military Operations,Territorial Patrols and Surveillance,Frequency of Aerial Patrols,Rate of Tactical Airlift Operations
259,Number of Ground Surveillance Missions,Military Operations,Territorial Patrols and Surveillance,Number of Ground Surveillance Missions,
260,Frequency of Reconnaissance Patrols in Rural Areas,Military Operations,Territorial Patrols and Surveillance,Number of Ground Surveillance Missions,Frequency of Reconnaissance Patrols in Rural Areas
261,Extent of Intelligence Gathering Operations,Military Operations,Territorial Patrols and Surveillance,Number of Ground Surveillance Missions,Extent of Intelligence Gathering Operations
262,Volume of Terrain Mapping Activities,Military Operations,Territorial Patrols and Surveillance,Number of Ground Surveillance Missions,Volume of Terrain Mapping Activities
263,Number of Field Observation Posts Established,Military Operations,Territorial Patrols and Surveillance,Number of Ground Surveillance Missions,Number of Field Observation Posts Established
264,Scale of Nighttime Surveillance Operations,Military Operations,Territorial Patrols and Surveillance,Number of Ground Surveillance Missions,Scale of Nighttime Surveillance Operations
265,Number of Units Engaged in Ground Signal Interceptions,Military Operations,Territorial Patrols and Surveillance,Number of Ground Surveillance Missions,Number of Units Engaged in Ground Signal Interceptions
266,Extent of Coastal Monitoring Activity,Military Operations,Territorial Patrols and Surveillance,Extent of Coastal Monitoring Activity,
267,Number of Naval Patrol Vessels Employed,Military Operations,Territorial Patrols and Surveillance,Extent of Coastal Monitoring Activity,Number of Naval Patrol Vessels Employed
268,Frequency of Radar Surveillance Operations,Military Operations,Territorial Patrols and Surveillance,Extent of Coastal Monitoring Activity,Frequency of Radar Surveillance Operations
269,Use of Sonar Systems for Underwater Monitoring,Military Operations,Territorial Patrols and Surveillance,Extent of Coastal Monitoring Activity,Use of Sonar Systems for Underwater Monitoring
270,Implementation of Coastal Sensor Networks,Military Operations,Territorial Patrols and Surveillance,Extent of Coastal Monitoring Activity,Implementation of Coastal Sensor Networks
271,Deployment of Unmanned Aerial Vehicles (UAVs),Military Operations,Territorial Patrols and Surveillance,Deployment of Unmanned Aerial Vehicles (UAVs),
272,Range of UAV Surveillance Coverage,Military Operations,Territorial Patrols and Surveillance,Deployment of Unmanned Aerial Vehicles (UAVs),Range of UAV Surveillance Coverage
273,Number of UAV Sorties,Military Operations,Territorial Patrols and Surveillance,Deployment of Unmanned Aerial Vehicles (UAVs),Number of UAV Sorties
274,Operation of Military Checkpoints,Military Operations,Territorial Patrols and Surveillance,Operation of Military Checkpoints,
275,Number of Personnel at Checkpoints,Military Operations,Territorial Patrols and Surveillance,Operation of Military Checkpoints,Number of Personnel at Checkpoints
276,Frequency of Vehicle Inspections,Military Operations,Territorial Patrols and Surveillance,Operation of Military Checkpoints,Frequency of Vehicle Inspections
277,Duration of Each Checkpoint Operation,Military Operations,Territorial Patrols and Surveillance,Operation of Military Checkpoints,Duration of Each Checkpoint Operation
278,Coverage Area of Checkpoints,Military Operations,Territorial Patrols and Surveillance,Operation of Military Checkpoints,Coverage Area of Checkpoints
279,Quantity of Security Equipment Utilized,Military Operations,Territorial Patrols and Surveillance,Operation of Military Checkpoints,Quantity of Security Equipment Utilized
280,Volume of Civilian Interactions,Military Operations,Territorial Patrols and Surveillance,Operation of Military Checkpoints,Volume of Civilian Interactions
281,Engagement in River Patrol Activities,Military Operations,Territorial Patrols and Surveillance,Engagement in River Patrol Activities,
282,Number of Patrol Boats Deployed,Military Operations,Territorial Patrols and Surveillance,Engagement in River Patrol Activities,Number of Patrol Boats Deployed
283,Intensity of Night Operations,Military Operations,Territorial Patrols and Surveillance,Engagement in River Patrol Activities,Intensity of Night Operations
284,Scope of Area Coverage,Military Operations,Territorial Patrols and Surveillance,Engagement in River Patrol Activities,Scope of Area Coverage
285,Volume of Intelligence Gathered,Military Operations,Territorial Patrols and Surveillance,Engagement in River Patrol Activities,Volume of Intelligence Gathered
286,Economic Metrics,Economic Metrics,,,
287,Tourism Revenue,Economic Metrics,Tourism Revenue,,
288,Visitor Numbers,Economic Metrics,Tourism Revenue,Visitor Numbers,
289,Domestic Tourist Arrivals,Economic Metrics,Tourism Revenue,Visitor Numbers,Domestic Tourist Arrivals
290,International Tourist Arrivals,Economic Metrics,Tourism Revenue,Visitor Numbers,International Tourist Arrivals
291,Visitor Flow to Tourist Attractions,Economic Metrics,Tourism Revenue,Visitor Numbers,Visitor Flow to Tourist Attractions
292,Festival and Event Attendance,Economic Metrics,Tourism Revenue,Visitor Numbers,Festival and Event Attendance
293,Inter-Island Visitor Numbers,Economic Metrics,Tourism Revenue,Visitor Numbers,Inter-Island Visitor Numbers
294,Average Daily Expenditure of Tourists,Economic Metrics,Tourism Revenue,Average Daily Expenditure of Tourists,
295,Local Transportation Spending,Economic Metrics,Tourism Revenue,Average Daily Expenditure of Tourists,Local Transportation Spending
296,Dining and Beverage Expenditure,Economic Metrics,Tourism Revenue,Average Daily Expenditure of Tourists,Dining and Beverage Expenditure
297,Souvenir and Local Goods Purchases,Economic Metrics,Tourism Revenue,Average Daily Expenditure of Tourists,Souvenir and Local Goods Purchases
298,Cultural and Recreational Activity Fees,Economic Metrics,Tourism Revenue,Average Daily Expenditure of Tourists,Cultural and Recreational Activity Fees
299,Accommodation-Related Costs,Economic Metrics,Tourism Revenue,Average Daily Expenditure of Tourists,Accommodation-Related Costs
300,Length of Stay,Economic Metrics,Tourism Revenue,Length of Stay,
301,Average Tourist Length of Stay in West Java,Economic Metrics,Tourism Revenue,Length of Stay,Average Tourist Length of Stay in West Java
302,Duration of Stay in Cultural Heritage Sites,Economic Metrics,Tourism Revenue,Length of Stay,Duration of Stay in Cultural Heritage Sites
303,Length of Stay in Ecotourism Destinations,Economic Metrics,Tourism Revenue,Length of Stay,Length of Stay in Ecotourism Destinations
304,Hotel Occupancy Rates,Economic Metrics,Tourism Revenue,Hotel Occupancy Rates,
305,Room Revenue per Available Room (RevPAR),Economic Metrics,Tourism Revenue,Hotel Occupancy Rates,Room Revenue per Available Room (RevPAR)
306,Average Room Rate,Economic Metrics,Tourism Revenue,Hotel Occupancy Rates,Average Room Rate
307,Number of Available Rooms,Economic Metrics,Tourism Revenue,Hotel Occupancy Rates,Number of Available Rooms
308,Group Booking Rates,Economic Metrics,Tourism Revenue,Hotel Occupancy Rates,Group Booking Rates
309,Agricultural Output,Economic Metrics,Agricultural Output,,
310,Crop Yield,Economic Metrics,Agricultural Output,Crop Yield,
311,Rice Yield per Hectare,Economic Metrics,Agricultural Output,Crop Yield,Rice Yield per Hectare
312,Maize Production Volume,Economic Metrics,Agricultural Output,Crop Yield,Maize Production Volume
313,Soybean Output,Economic Metrics,Agricultural Output,Crop Yield,Soybean Output
314,Coffee Harvest Count,Economic Metrics,Agricultural Output,Crop Yield,Coffee Harvest Count
315,Tea Leaf Quality,Economic Metrics,Agricultural Output,Crop Yield,Tea Leaf Quality
316,Cassava Tuber Size,Economic Metrics,Agricultural Output,Crop Yield,Cassava Tuber Size
317,Chili Pepper Harvest Weight,Economic Metrics,Agricultural Output,Crop Yield,Chili Pepper Harvest Weight
318,Livestock Production,Economic Metrics,Agricultural Output,Livestock Production,
319,Cattle Population,Economic Metrics,Agricultural Output,Livestock Production,Cattle Population
320,Poultry Output,Economic Metrics,Agricultural Output,Livestock Production,Poultry Output
321,Dairy Production,Economic Metrics,Agricultural Output,Livestock Production,Dairy Production
322,Feed Utilization,Economic Metrics,Agricultural Output,Livestock Production,Feed Utilization
323,Biosecurity Practices,Economic Metrics,Agricultural Output,Livestock Production,Biosecurity Practices
324,Fisheries Output,Economic Metrics,Agricultural Output,Fisheries Output,
325,Fish Catch Volume,Economic Metrics,Agricultural Output,Fisheries Output,Fish Catch Volume
326,Aquaculture Production,Economic Metrics,Agricultural Output,Fisheries Output,Aquaculture Production
327,Seafood Processing Capacity,Economic Metrics,Agricultural Output,Fisheries Output,Seafood Processing Capacity
328,Agri-commodity Exports,Economic Metrics,Agricultural Output,Agri-commodity Exports,
329,Export Volume of Palm Oil,Economic Metrics,Agricultural Output,Agri-commodity Exports,Export Volume of Palm Oil
330,Export Revenue from Coffee,Economic Metrics,Agricultural Output,Agri-commodity Exports,Export Revenue from Coffee
331,Social Metrics,Social Metrics,,,
332,Population Growth in Urban Areas,Social Metrics,Population Growth in Urban Areas,,
333,Urban Birth Rates,Social Metrics,Population Growth in Urban Areas,Urban Birth Rates,
334,Access to Maternal Health Services in Urban Areas,Social Metrics,Population Growth in Urban Areas,Urban Birth Rates,Access to Maternal Health Services in Urban Areas
335,Employment Rates of Urban Mothers,Social Metrics,Population Growth in Urban Areas,Urban Birth Rates,Employment Rates of Urban Mothers
336,Prevalence of Cultural Practices Influencing Birth Rates in Urban Settings,Social Metrics,Population Growth in Urban Areas,Urban Birth Rates,Prevalence of Cultural Practices Influencing Birth Rates in Urban Settings
337,Migration to Urban Centers,Social Metrics,Population Growth in Urban Areas,Migration to Urban Centers,
338,Urban Employment Opportunities,Social Metrics,Population Growth in Urban Areas,Migration to Urban Centers,Urban Employment Opportunities
339,Rural-Urban Migration Rates,Social Metrics,Population Growth in Urban Areas,Migration to Urban Centers,Rural-Urban Migration Rates
340,Urban Educational Facilities Utilization,Social Metrics,Population Growth in Urban Areas,Migration to Urban Centers,Urban Educational Facilities Utilization
341,Urban Cultural Integration,Social Metrics,Population Growth in Urban Areas,Migration to Urban Centers,Urban Cultural Integration
342,Urban Healthcare Accessibility,Social Metrics,Population Growth in Urban Areas,Migration to Urban Centers,Urban Healthcare Accessibility
343,Urban Household Sizes,Social Metrics,Population Growth in Urban Areas,Urban Household Sizes,
344,Number of Multi-Generational Households,Social Metrics,Population Growth in Urban Areas,Urban Household Sizes,Number of Multi-Generational Households
345,Household Occupancy Rate,Social Metrics,Population Growth in Urban Areas,Urban Household Sizes,Household Occupancy Rate
346,Average Household Income in Urban Areas,Social Metrics,Population Growth in Urban Areas,Urban Household Sizes,Average Household Income in Urban Areas
347,Access to Urban Childcare Facilities,Social Metrics,Population Growth in Urban Areas,Urban Household Sizes,Access to Urban Childcare Facilities
348,Urban Household Education Levels,Social Metrics,Population Growth in Urban Areas,Urban Household Sizes,Urban Household Education Levels
349,Proportion of Households with Access to Digital Technology,Social Metrics,Population Growth in Urban Areas,Urban Household Sizes,Proportion of Households with Access to Digital Technology
350,Urban Housing Density,Social Metrics,Population Growth in Urban Areas,Urban Housing Density,
351,Housing Unit Availability,Social Metrics,Population Growth in Urban Areas,Urban Housing Density,Housing Unit Availability
352,Occupancy Rates per Housing Unit,Social Metrics,Population Growth in Urban Areas,Urban Housing Density,Occupancy Rates per Housing Unit
353,Access to Urban Public Services,Social Metrics,Population Growth in Urban Areas,Access to Urban Public Services,
354,Availability of Urban Health Facilities,Social Metrics,Population Growth in Urban Areas,Access to Urban Public Services,Availability of Urban Health Facilities
355,Public Transportation Accessibility,Social Metrics,Population Growth in Urban Areas,Access to Urban Public Services,Public Transportation Accessibility
356,Urban Education Enrollment Rates,Social Metrics,Population Growth in Urban Areas,Access to Urban Public Services,Urban Education Enrollment Rates
357,Urban Population Age Distribution,Social Metrics,Population Growth in Urban Areas,Urban Population Age Distribution,
358,Proportion of Elderly Residents,Social Metrics,Population Growth in Urban Areas,Urban Population Age Distribution,Proportion of Elderly Residents
359,Youth Population Ratio,Social Metrics,Population Growth in Urban Areas,Urban Population Age Distribution,Youth Population Ratio
360,Median Age of Urban Residents,Social Metrics,Population Growth in Urban Areas,Urban Population Age Distribution,Median Age of Urban Residents
361,Working Age Population Share,Social Metrics,Population Growth in Urban Areas,Urban Population Age Distribution,Working Age Population Share
362,Educational Attainment Levels,Social Metrics,Educational Attainment Levels,,
363,Secondary School Graduation Rates,Social Metrics,Educational Attainment Levels,Secondary School Graduation Rates,
364,Access to Educational Resources,Social Metrics,Educational Attainment Levels,Secondary School Graduation Rates,Access to Educational Resources
365,Student Attendance Rates,Social Metrics,Educational Attainment Levels,Secondary School Graduation Rates,Student Attendance Rates
366,Teacher-Student Ratios,Social Metrics,Educational Attainment Levels,Secondary School Graduation Rates,Teacher-Student Ratios
367,Parental Engagement in Education,Social Metrics,Educational Attainment Levels,Secondary School Graduation Rates,Parental Engagement in Education
368,Extracurricular Program Availability,Social Metrics,Educational Attainment Levels,Secondary School Graduation Rates,Extracurricular Program Availability
369,Literacy Rates among Adults,Social Metrics,Educational Attainment Levels,Literacy Rates among Adults,
370,Reading Comprehension Levels,Social Metrics,Educational Attainment Levels,Literacy Rates among Adults,Reading Comprehension Levels
371,Access to Adult Education Programs,Social Metrics,Educational Attainment Levels,Literacy Rates among Adults,Access to Adult Education Programs
372,Access to Higher Education,Social Metrics,Educational Attainment Levels,Access to Higher Education,
373,University Enrollment Rates,Social Metrics,Educational Attainment Levels,Access to Higher Education,University Enrollment Rates
374,Scholarship Availability,Social Metrics,Educational Attainment Levels,Access to Higher Education,Scholarship Availability
375,Proximity to Higher Education Institutions,Social Metrics,Educational Attainment Levels,Access to Higher Education,Proximity to Higher Education Institutions
376,Internet Access for Online Learning,Social Metrics,Educational Attainment Levels,Access to Higher Education,Internet Access for Online Learning
377,Faculty-to-Student Ratio,Social Metrics,Educational Attainment Levels,Access to Higher Education,Faculty-to-Student Ratio
378,Vocational Training Enrollment,Social Metrics,Educational Attainment Levels,Vocational Training Enrollment,
379,Skill Development Program Participation,Social Metrics,Educational Attainment Levels,Vocational Training Enrollment,Skill Development Program Participation
380,Local Industry Partnership Initiatives,Social Metrics,Educational Attainment Levels,Vocational Training Enrollment,Local Industry Partnership Initiatives
381,Youth Vocational Engagement,Social Metrics,Educational Attainment Levels,Vocational Training Enrollment,Youth Vocational Engagement
382,Early Childhood Education Participation,Social Metrics,Educational Attainment Levels,Early Childhood Education Participation,
383,Enrollment Rates in Early Childhood Education Programs,Social Metrics,Educational Attainment Levels,Early Childhood Education Participation,Enrollment Rates in Early Childhood Education Programs
384,Access to Early Childhood Education Facilities,Social Metrics,Educational Attainment Levels,Early Childhood Education Participation,Access to Early Childhood Education Facilities
385,Availability of Qualified Early Childhood Educators,Social Metrics,Educational Attainment Levels,Early Childhood Education Participation,Availability of Qualified Early Childhood Educators
386,Parental Awareness and Attitudes Towards Early Education,Social Metrics,Educational Attainment Levels,Early Childhood Education Participation,Parental Awareness and Attitudes Towards Early Education
387,Government Funding for Early Childhood Education Initiatives,Social Metrics,Educational Attainment Levels,Early Childhood Education Participation,Government Funding for Early Childhood Education Initiatives
388,Community-based Early Childhood Education Initiatives,Social Metrics,Educational Attainment Levels,Early Childhood Education Participation,Community-based Early Childhood Education Initiatives
389,Healthcare Access and Utilization,Social Metrics,Healthcare Access and Utilization,,
390,Availability of Primary Care Facilities,Social Metrics,Healthcare Access and Utilization,Availability of Primary Care Facilities,
391,Primary Care Facility Distribution,Social Metrics,Healthcare Access and Utilization,Availability of Primary Care Facilities,Primary Care Facility Distribution
392,Operational Hours of Primary Care Facilities,Social Metrics,Healthcare Access and Utilization,Availability of Primary Care Facilities,Operational Hours of Primary Care Facilities
393,Patient Capacity in Primary Care Facilities,Social Metrics,Healthcare Access and Utilization,Availability of Primary Care Facilities,Patient Capacity in Primary Care Facilities
394,Quality Assurance Accreditation of Primary Care Facilities,Social Metrics,Healthcare Access and Utilization,Availability of Primary Care Facilities,Quality Assurance Accreditation of Primary Care Facilities
395,Number of Healthcare Providers,Social Metrics,Healthcare Access and Utilization,Number of Healthcare Providers,
396,Density of Healthcare Professionals per Capita,Social Metrics,Healthcare Access and Utilization,Number of Healthcare Providers,Density of Healthcare Professionals per Capita
397,Number of Specialized Medical Practitioners,Social Metrics,Healthcare Access and Utilization,Number of Healthcare Providers,Number of Specialized Medical Practitioners
398,Quantity of Registered Nursing Staff,Social Metrics,Healthcare Access and Utilization,Number of Healthcare Providers,Quantity of Registered Nursing Staff
399,Basis for Healthcare Provider Training Programs,Social Metrics,Healthcare Access and Utilization,Number of Healthcare Providers,Basis for Healthcare Provider Training Programs
400,Frequency of Health Check-ups,Social Metrics,Healthcare Access and Utilization,Frequency of Health Check-ups,
401,Frequency of Routine Adult Health Screenings,Social Metrics,Healthcare Access and Utilization,Frequency of Health Check-ups,Frequency of Routine Adult Health Screenings
402,Frequency of Child Immunization Visits,Social Metrics,Healthcare Access and Utilization,Frequency of Health Check-ups,Frequency of Child Immunization Visits
403,Frequency of Chronic Disease Monitoring Consultations,Social Metrics,Healthcare Access and Utilization,Frequency of Health Check-ups,Frequency of Chronic Disease Monitoring Consultations
404,Frequency of Elderly Health Assessments,Social Metrics,Healthcare Access and Utilization,Frequency of Health Check-ups,Frequency of Elderly Health Assessments
405,Frequency of Occupational Health Examinations,Social Metrics,Healthcare Access and Utilization,Frequency of Health Check-ups,Frequency of Occupational Health Examinations
406,Utilization of Preventive Health Services,Social Metrics,Healthcare Access and Utilization,Utilization of Preventive Health Services,
407,Vaccination Coverage Rates,Social Metrics,Healthcare Access and Utilization,Utilization of Preventive Health Services,Vaccination Coverage Rates
408,Rate of Health Screenings,Social Metrics,Healthcare Access and Utilization,Utilization of Preventive Health Services,Rate of Health Screenings
409,Participation in Public Health Campaigns,Social Metrics,Healthcare Access and Utilization,Utilization of Preventive Health Services,Participation in Public Health Campaigns
410,Uptake of Immunization Programs in Schools,Social Metrics,Healthcare Access and Utilization,Utilization of Preventive Health Services,Uptake of Immunization Programs in Schools
411,Access to Affordable Medication,Social Metrics,Healthcare Access and Utilization,Access to Affordable Medication,
412,Availability of Subsidized Medications,Social Metrics,Healthcare Access and Utilization,Access to Affordable Medication,Availability of Subsidized Medications
413,Coverage of Health Insurance Plans,Social Metrics,Healthcare Access and Utilization,Access to Affordable Medication,Coverage of Health Insurance Plans
414,Cost of Generic Medications,Social Metrics,Healthcare Access and Utilization,Access to Affordable Medication,Cost of Generic Medications
415,Distribution of Pharmacies in Rural Areas,Social Metrics,Healthcare Access and Utilization,Access to Affordable Medication,Distribution of Pharmacies in Rural Areas
416,Access to Prescription Assistance Programs,Social Metrics,Healthcare Access and Utilization,Access to Affordable Medication,Access to Prescription Assistance Programs
417,Proportion of Population with Pharmacy Access,Social Metrics,Healthcare Access and Utilization,Access to Affordable Medication,Proportion of Population with Pharmacy Access
418,Stocks of Essential Medicines,Social Metrics,Healthcare Access and Utilization,Access to Affordable Medication,Stocks of Essential Medicines
419,Awareness of Medication Assistance Initiatives,Social Metrics,Healthcare Access and Utilization,Access to Affordable Medication,Awareness of Medication Assistance Initiatives
420,Reach of Health Education Programs,Social Metrics,Healthcare Access and Utilization,Reach of Health Education Programs,
421,Participation Rates in Health Workshops,Social Metrics,Healthcare Access and Utilization,Reach of Health Education Programs,Participation Rates in Health Workshops
422,Distribution of Health Education Materials,Social Metrics,Healthcare Access and Utilization,Reach of Health Education Programs,Distribution of Health Education Materials
423,Attendance at Community Health Talks,Social Metrics,Healthcare Access and Utilization,Reach of Health Education Programs,Attendance at Community Health Talks
424,Health Literacy Levels Among School Students,Social Metrics,Healthcare Access and Utilization,Reach of Health Education Programs,Health Literacy Levels Among School Students
425,Maternal and Child Health Service Utilization,Social Metrics,Healthcare Access and Utilization,Maternal and Child Health Service Utilization,
426,Number of Antenatal Care Visits,Social Metrics,Healthcare Access and Utilization,Maternal and Child Health Service Utilization,Number of Antenatal Care Visits
427,Rate of Skilled Birth Attendance,Social Metrics,Healthcare Access and Utilization,Maternal and Child Health Service Utilization,Rate of Skilled Birth Attendance
428,Coverage of Immunization Programs for Children,Social Metrics,Healthcare Access and Utilization,Maternal and Child Health Service Utilization,Coverage of Immunization Programs for Children
429,Availability of Postnatal Services,Social Metrics,Healthcare Access and Utilization,Maternal and Child Health Service Utilization,Availability of Postnatal Services
430,Utilization of Nutrition Programs for Mothers and Children,Social Metrics,Healthcare Access and Utilization,Maternal and Child Health Service Utilization,Utilization of Nutrition Programs for Mothers and Children
431,Participation in Maternal Health Education Workshops,Social Metrics,Healthcare Access and Utilization,Maternal and Child Health Service Utilization,Participation in Maternal Health Education Workshops
432,Access to Family Planning Services,Social Metrics,Healthcare Access and Utilization,Maternal and Child Health Service Utilization,Access to Family Planning Services
433,Engagement in Child Growth Monitoring Activities,Social Metrics,Healthcare Access and Utilization,Maternal and Child Health Service Utilization,Engagement in Child Growth Monitoring Activities
434,Household Income Distribution,Social Metrics,Household Income Distribution,,
435,Income Equality Across Regions,Social Metrics,Household Income Distribution,Income Equality Across Regions,
436,Access to Education Opportunities,Social Metrics,Household Income Distribution,Income Equality Across Regions,Access to Education Opportunities
437,Healthcare Access and Quality,Social Metrics,Household Income Distribution,Income Equality Across Regions,Healthcare Access and Quality
438,Access to Quality Employment Opportunities,Social Metrics,Household Income Distribution,Access to Quality Employment Opportunities,
439,Availability of Vocational Training Programs,Social Metrics,Household Income Distribution,Access to Quality Employment Opportunities,Availability of Vocational Training Programs
440,Diversity of Employment Sectors,Social Metrics,Household Income Distribution,Access to Quality Employment Opportunities,Diversity of Employment Sectors
441,Quality of Work Conditions in Emerging Industries,Social Metrics,Household Income Distribution,Access to Quality Employment Opportunities,Quality of Work Conditions in Emerging Industries
442,Wage Disparity Among Different Sectors,Social Metrics,Household Income Distribution,Wage Disparity Among Different Sectors,
443,Wage Differences Between Agricultural and Industrial Sectors,Social Metrics,Household Income Distribution,Wage Disparity Among Different Sectors,Wage Differences Between Agricultural and Industrial Sectors
444,Disparity in Earnings Within Public and Private Educational Institutions,Social Metrics,Household Income Distribution,Wage Disparity Among Different Sectors,Disparity in Earnings Within Public and Private Educational Institutions
445,Income Variation Between Technology and Traditional Handicraft Industries,Social Metrics,Household Income Distribution,Wage Disparity Among Different Sectors,Income Variation Between Technology and Traditional Handicraft Industries
446,Salary Differences in Health Services and Retail Jobs,Social Metrics,Household Income Distribution,Wage Disparity Among Different Sectors,Salary Differences in Health Services and Retail Jobs
447,Earnings Gap Between Tourism and Manufacturing Workers,Social Metrics,Household Income Distribution,Wage Disparity Among Different Sectors,Earnings Gap Between Tourism and Manufacturing Workers
448,Household Savings Rates,Social Metrics,Household Income Distribution,Household Savings Rates,
449,Household Income Levels in West Java,Social Metrics,Household Income Distribution,Household Savings Rates,Household Income Levels in West Java
450,Access to Financial Education Programs,Social Metrics,Household Income Distribution,Household Savings Rates,Access to Financial Education Programs
451,Availability of Savings and Investment Products,Social Metrics,Household Income Distribution,Household Savings Rates,Availability of Savings and Investment Products
452,Cultural Attitudes Towards Saving,Social Metrics,Household Income Distribution,Household Savings Rates,Cultural Attitudes Towards Saving
453,Cost of Living in Urban and Rural Areas,Social Metrics,Household Income Distribution,Household Savings Rates,Cost of Living in Urban and Rural Areas
454,Access to Digital Banking Services,Social Metrics,Household Income Distribution,Household Savings Rates,Access to Digital Banking Services
455,Community Engagement and Participation,Social Metrics,Community Engagement and Participation,,
456,Volunteerism Rates in Community Initiatives,Social Metrics,Community Engagement and Participation,Volunteerism Rates in Community Initiatives,
457,Participation Rates in Environmental Clean-Up Programs,Social Metrics,Community Engagement and Participation,Volunteerism Rates in Community Initiatives,Participation Rates in Environmental Clean-Up Programs
458,Enrollment in Community Education and Literacy Projects,Social Metrics,Community Engagement and Participation,Volunteerism Rates in Community Initiatives,Enrollment in Community Education and Literacy Projects
459,Involvement in Local Health and Wellness Campaigns,Social Metrics,Community Engagement and Participation,Volunteerism Rates in Community Initiatives,Involvement in Local Health and Wellness Campaigns
460,Participation in Local Cultural and Religious Events,Social Metrics,Community Engagement and Participation,Participation in Local Cultural and Religious Events,
461,Attendance Rates at Traditional Dance Performances,Social Metrics,Community Engagement and Participation,Participation in Local Cultural and Religious Events,Attendance Rates at Traditional Dance Performances
462,Participation Levels in Local Religious Celebrations,Social Metrics,Community Engagement and Participation,Participation in Local Cultural and Religious Events,Participation Levels in Local Religious Celebrations
463,Local Engagement in Cultural Festivals,Social Metrics,Community Engagement and Participation,Participation in Local Cultural and Religious Events,Local Engagement in Cultural Festivals
464,Presence at Community Puppet Shows,Social Metrics,Community Engagement and Participation,Participation in Local Cultural and Religious Events,Presence at Community Puppet Shows
465,Involvement in Mosque and Temple Activities,Social Metrics,Community Engagement and Participation,Participation in Local Cultural and Religious Events,Involvement in Mosque and Temple Activities
466,Participation in Batik Workshops and Exhibitions,Social Metrics,Community Engagement and Participation,Participation in Local Cultural and Religious Events,Participation in Batik Workshops and Exhibitions
467,Involvement in Neighborhood Associations and Meetings,Social Metrics,Community Engagement and Participation,Involvement in Neighborhood Associations and Meetings,
468,Attendance at Local Governance Meetings,Social Metrics,Community Engagement and Participation,Involvement in Neighborhood Associations and Meetings,Attendance at Local Governance Meetings
469,Active Membership in Neighborhood Watch Programs,Social Metrics,Community Engagement and Participation,Involvement in Neighborhood Associations and Meetings,Active Membership in Neighborhood Watch Programs
470,Membership in Social and Recreational Clubs,Social Metrics,Community Engagement and Participation,Membership in Social and Recreational Clubs,
471,Frequency of Club Activities,Social Metrics,Community Engagement and Participation,Membership in Social and Recreational Clubs,Frequency of Club Activities
472,Variety of Club Types,Social Metrics,Community Engagement and Participation,Membership in Social and Recreational Clubs,Variety of Club Types
473,Demographic Diversity of Club Members,Social Metrics,Community Engagement and Participation,Membership in Social and Recreational Clubs,Demographic Diversity of Club Members
474,Average Club Size,Social Metrics,Community Engagement and Participation,Membership in Social and Recreational Clubs,Average Club Size
475,Availability of Club Facilities,Social Metrics,Community Engagement and Participation,Membership in Social and Recreational Clubs,Availability of Club Facilities
476,Information Environment,Information Environment,,,
477,Digital Literacy Rates,Information Environment,Digital Literacy Rates,,
478,Digital Literacy Education Programs,Information Environment,Digital Literacy Rates,Digital Literacy Education Programs,
479,Digital Literacy Curriculum Development,Information Environment,Digital Literacy Rates,Digital Literacy Education Programs,Digital Literacy Curriculum Development
480,Teacher Training and Development for Digital Literacy,Information Environment,Digital Literacy Rates,Digital Literacy Education Programs,Teacher Training and Development for Digital Literacy
481,Public Awareness Campaigns on Digital Literacy,Information Environment,Digital Literacy Rates,Digital Literacy Education Programs,Public Awareness Campaigns on Digital Literacy
482,Community Workshops for Digital Skills,Information Environment,Digital Literacy Rates,Digital Literacy Education Programs,Community Workshops for Digital Skills
483,Digital Learning Resource Availability,Information Environment,Digital Literacy Rates,Digital Literacy Education Programs,Digital Learning Resource Availability
484,Collaboration with Local Tech Industries,Information Environment,Digital Literacy Rates,Digital Literacy Education Programs,Collaboration with Local Tech Industries
485,Assessment Tools for Digital Literacy Proficiency,Information Environment,Digital Literacy Rates,Digital Literacy Education Programs,Assessment Tools for Digital Literacy Proficiency
486,Internet Access and Usage Skills,Information Environment,Digital Literacy Rates,Internet Access and Usage Skills,
487,Household Internet Connectivity,Information Environment,Digital Literacy Rates,Internet Access and Usage Skills,Household Internet Connectivity
488,Public Wi-Fi Availability,Information Environment,Digital Literacy Rates,Internet Access and Usage Skills,Public Wi-Fi Availability
489,Mobile Data Coverage,Information Environment,Digital Literacy Rates,Internet Access and Usage Skills,Mobile Data Coverage
490,Online Content Creation,Information Environment,Digital Literacy Rates,Internet Access and Usage Skills,Online Content Creation
